work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,Senior-level/Expert,FT,Data Scientist,98506,GB,0,GB,M
2022,Senior-level/Expert,FT,Data Scientist,146000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,123000,US,100,US,M
2022,Entry-level/Junior,FT,Data Engineer,49253,GB,100,GB,M
2022,Entry-level/Junior,FT,Data Engineer,43096,GB,100,GB,M
2022,Executive-level/Director,FT,Data Analyst,130000,US,100,US,M
2022,Executive-level/Director,FT,Data Analyst,110000,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,170000,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,135000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,161342,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,137141,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,167000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,123000,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,73880,GB,0,GB,M
2022,Senior-level/Expert,FT,Data Engineer,61566,GB,0,GB,M
2022,Senior-level/Expert,FT,Data Scientist,211500,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,138600,US,100,US,M
2022,Senior-level/Expert,FT,Data Architect,192400,CA,100,CA,M
2022,Senior-level/Expert,FT,Data Architect,90700,CA,100,CA,M
2022,Senior-level/Expert,FT,Data Analyst,130000,CA,100,CA,M
2022,Senior-level/Expert,FT,Data Analyst,61300,CA,100,CA,M
2022,Senior-level/Expert,FT,Data Analyst,130000,CA,100,CA,M
2022,Senior-level/Expert,FT,Data Analyst,61300,CA,100,CA,M
2022,Senior-level/Expert,FT,Data Engineer,160000,US,0,US,L
2022,Senior-level/Expert,FT,Data Engineer,113000,US,0,US,L
2022,Senior-level/Expert,FT,Data Scientist,150000,US,0,US,M
2022,Senior-level/Expert,FT,Data Scientist,95550,US,0,US,M
2022,Mid-level/Intermediate,FT,Data Analyst,167000,US,100,US,M
2022,Mid-level/Intermediate,FT,Data Analyst,115500,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,112900,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,90320,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,112900,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,90320,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,165400,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,132320,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,243900,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,156600,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,136600,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,109280,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,128875,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,93700,US,100,US,M
2022,Executive-level/Director,FT,Data Scientist,224000,US,100,US,M
2022,Executive-level/Director,FT,Data Scientist,167875,US,100,US,M
2022,Executive-level/Director,FT,Analytics Engineer,175000,US,100,US,M
2022,Executive-level/Director,FT,Analytics Engineer,135000,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,209100,US,100,US,L
2022,Senior-level/Expert,FT,Data Engineer,154600,US,100,US,L
2022,Senior-level/Expert,FT,Data Engineer,180000,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,160000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,205300,US,0,US,L
2022,Senior-level/Expert,FT,Data Scientist,140400,US,0,US,L
2022,Senior-level/Expert,FT,Data Scientist,176000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,144000,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,200100,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,160000,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,70500,US,0,US,M
2022,Senior-level/Expert,FT,Data Engineer,54000,US,0,US,M
2022,Senior-level/Expert,FT,Data Scientist,205300,US,0,US,M
2022,Senior-level/Expert,FT,Data Scientist,140400,US,0,US,M
2022,Senior-level/Expert,FT,Analytics Engineer,205300,US,0,US,M
2022,Senior-level/Expert,FT,Analytics Engineer,184700,US,0,US,M
2022,Senior-level/Expert,FT,Data Engineer,175100,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,140250,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,116150,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,99050,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,145000,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,130000,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,112900,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,90320,US,100,US,M
2022,Mid-level/Intermediate,FT,Data Analyst,85000,CA,0,CA,M
2022,Mid-level/Intermediate,FT,Data Analyst,75000,CA,0,CA,M
2022,Senior-level/Expert,FT,Machine Learning Engineer,214000,US,100,US,M
2022,Senior-level/Expert,FT,Machine Learning Engineer,192600,US,100,US,M
2022,Senior-level/Expert,FT,Data Architect,266400,US,100,US,M
2022,Senior-level/Expert,FT,Data Architect,213120,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,155000,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,115000,US,100,US,M
2022,Mid-level/Intermediate,FT,Data Scientist,141300,US,0,US,M
2022,Mid-level/Intermediate,FT,Data Scientist,102100,US,0,US,M
2022,Senior-level/Expert,FT,Data Analyst,115934,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,81666,US,100,US,M
2022,Mid-level/Intermediate,FT,Data Engineer,206699,US,0,US,M
2022,Mid-level/Intermediate,FT,Data Engineer,99100,US,0,US,M
2022,Senior-level/Expert,FT,Data Engineer,130000,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,110500,US,100,US,M
2022,Mid-level/Intermediate,FT,Data Analyst,61566,GB,0,GB,M
2022,Mid-level/Intermediate,FT,Data Analyst,43096,GB,0,GB,M
2022,Senior-level/Expert,FT,Data Analyst,80000,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,60000,US,100,US,M
2022,Senior-level/Expert,FT,Data Architect,192564,US,100,US,M
2022,Senior-level/Expert,FT,Data Architect,144854,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,230000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,150000,US,100,US,M
2022,Senior-level/Expert,FT,Data Analytics Manager,150260,US,100,US,M
2022,Senior-level/Expert,FT,Data Analytics Manager,109280,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,170000,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,150000,US,100,US,M
2022,Mid-level/Intermediate,FT,Data Scientist,160000,US,100,US,M
2022,Mid-level/Intermediate,FT,Data Scientist,130000,US,100,US,M
2022,Entry-level/Junior,FT,Data Analyst,67000,CA,0,CA,M
2022,Entry-level/Junior,FT,Data Analyst,52000,CA,0,CA,M
2022,Senior-level/Expert,FT,Data Engineer,154000,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,126000,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,129000,US,0,US,M
2022,Senior-level/Expert,FT,Data Analyst,99000,US,0,US,M
2022,Senior-level/Expert,FT,Data Scientist,210000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,140000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,210000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,140000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,210000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,140000,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,100000,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,69000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,210000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,140000,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,150075,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,110925,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,100000,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,25000,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,126500,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,106260,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,220110,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,160080,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,105000,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,100000,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,170000,US,100,US,M
2022,Senior-level/Expert,FT,Data Analyst,135000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,230000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,140000,US,100,US,M
2022,Mid-level/Intermediate,FT,Data Analyst,135000,US,100,US,M
2022,Mid-level/Intermediate,FT,Data Analyst,50000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,220000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,140000,US,100,US,M
2022,Mid-level/Intermediate,FT,Data Scientist,172386,GB,0,GB,M
2022,Mid-level/Intermediate,FT,Data Scientist,86193,GB,0,GB,M
2022,Senior-level/Expert,FT,Machine Learning Engineer,220000,US,100,US,M
2022,Senior-level/Expert,FT,Machine Learning Engineer,120000,US,100,US,M
2022,Mid-level/Intermediate,FT,Data Scientist,200000,US,100,US,M
2022,Mid-level/Intermediate,FT,Data Scientist,120000,US,100,US,M
2022,Senior-level/Expert,FT,Machine Learning Engineer,120000,AE,100,AE,S
2022,Senior-level/Expert,FT,Machine Learning Engineer,65000,AE,100,AE,S
2022,Executive-level/Director,FT,Data Engineer,324000,US,100,US,M
2022,Executive-level/Director,FT,Data Engineer,216000,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,210000,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,100000,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,185100,US,100,US,M
2022,Senior-level/Expert,FT,Data Scientist,104890,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,105000,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,80000,US,100,US,M
2022,Mid-level/Intermediate,FT,Machine Learning Developer,76814,CA,100,CA,M
2022,Executive-level/Director,FT,Data Scientist,192037,CA,50,CA,L
2022,Mid-level/Intermediate,FT,Machine Learning Engineer,120000,US,100,US,S
2022,Mid-level/Intermediate,FT,Business Data Analyst,17805,IN,100,IN,M
2022,Mid-level/Intermediate,FT,Data Scientist,30523,IN,100,IN,L
2022,Mid-level/Intermediate,FT,Machine Learning Infrastructure Engineer,55685,PT,50,PT,L
2022,Mid-level/Intermediate,PT,Data Engineer,52533,DE,50,DE,L
2022,Entry-level/Junior,FT,Data Scientist,17805,IN,100,IN,M
2022,Mid-level/Intermediate,FT,Applied Machine Learning Scientist,75000,BO,100,US,L
2022,Mid-level/Intermediate,FT,Applied Data Scientist,157000,US,100,US,L
2022,Mid-level/Intermediate,FT,Business Data Analyst,69133,CA,50,CA,L
2022,Entry-level/Junior,FT,Data Engineer,65000,US,100,US,S
2022,Senior-level/Expert,FT,Machine Learning Engineer,68293,IE,100,IE,S
2022,Mid-level/Intermediate,FT,Data Scientist,67597,CA,100,CA,M
2022,Mid-level/Intermediate,FT,Data Analyst,20000,GR,100,GR,S
2022,Senior-level/Expert,FT,Head of Data,200000,MY,100,US,M
2022,Entry-level/Junior,FT,Data Scientist,51081,CA,100,CA,L
2022,Mid-level/Intermediate,FT,Data Scientist,78000,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,135000,US,100,US,M
2022,Senior-level/Expert,FT,Data Engineer,115000,US,100,US,M
2022,Mid-level/Intermediate,FT,Machine Learning Engineer,83864,AU,100,AU,L
2022,Entry-level/Junior,FT,Data Scientist,40000,JP,100,MY,L
2022,Mid-level/Intermediate,FT,Head of Data,31520,EE,100,EE,S
2022,Senior-level/Expert,FT,Machine Learning Engineer,59888,NL,100,NL,L
2022,Senior-level/Expert,FT,Research Scientist,89306,FR,50,FR,L
2022,Entry-level/Junior,FT,Data Scientist,83171,AU,50,AU,M
2022,Senior-level/Expert,FT,Data Scientist,165000,US,100,US,M
2022,Mid-level/Intermediate,FT,Machine Learning Scientist,153000,US,50,US,M
2022,Senior-level/Expert,FT,Data Scientist,100000,BR,100,US,M
2022,Senior-level/Expert,FT,Machine Learning Developer,76814,CA,100,CA,M
2022,Mid-level/Intermediate,FT,Data Scientist,33609,PL,100,PL,L
2022,Mid-level/Intermediate,FT,Principal Data Analyst,75000,CA,100,CA,S
2022,Entry-level/Junior,CT,Applied Machine Learning Scientist,30469,TN,100,CZ,M
2022,Entry-level/Junior,FT,Data Engineer,55475,PK,100,DE,M
2022,Mid-level/Intermediate,FT,Research Scientist,61989,AT,0,AT,L
2022,Senior-level/Expert,FT,Data Scientist,152500,US,100,US,M
2022,Entry-level/Junior,FT,Research Scientist,120000,US,100,US,L
2022,Mid-level/Intermediate,FT,Data Scientist,135000,US,100,US,L
2022,Senior-level/Expert,FT,Data Analytics Lead,405000,US,100,US,L
2022,Senior-level/Expert,FT,Applied Data Scientist,380000,US,100,US,L
2022,Mid-level/Intermediate,FT,Data Scientist,120402,CH,0,CH,L
2022,Senior-level/Expert,FT,Applied Data Scientist,177000,US,100,US,L
2022,Mid-level/Intermediate,FT,Data Engineer,65141,FR,100,FR,M
2022,Mid-level/Intermediate,FT,Data Scientist,48000,RU,100,US,S
2022,Entry-level/Junior,FT,Data Analytics Engineer,20000,PK,0,PK,M
2022,Entry-level/Junior,FT,Computer Vision Software Engineer,150000,AU,100,AU,S
2022,Mid-level/Intermediate,FL,Data Scientist,100000,CA,100,US,M
2022,Entry-level/Junior,PT,Data Scientist,100000,DZ,50,DZ,M
2022,Senior-level/Expert,FT,Research Scientist,144000,US,50,US,L
2022,Senior-level/Expert,FT,Principal Data Scientist,155499,DE,100,DE,M
2022,Entry-level/Junior,FT,Financial Data Analyst,100000,US,50,US,L
2022,Entry-level/Junior,FT,Data Engineer,120000,US,100,US,M
2022,Senior-level/Expert,FT,Lead Machine Learning Engineer,84053,DE,0,DE,M
2022,Entry-level/Junior,FT,Computer Vision Engineer,125000,US,0,US,M
2022,Entry-level/Junior,FT,Machine Learning Engineer,21013,PT,100,PT,L
2023,Executive-level/Director,FT,Head of Business Intelligence,116605,IE,100,IE,L
2023,Entry-level/Junior,FT,AI Research Engineer,30663,FR,50,FR,S
2023,Mid-level/Intermediate,CT,Data Engineer,42000,IN,100,US,M
2023,Entry-level/Junior,FT,Data Analyst,26992,GR,100,GB,S
2023,Entry-level/Junior,FT,Data DevOps Engineer,47918,NL,50,NL,L
2023,Senior-level/Expert,FT,AI Engineer,46848,OM,0,OM,M
2023,Mid-level/Intermediate,FT,Prompt Engineer,60462,DE,0,DE,S
2023,Mid-level/Intermediate,FT,Research Engineer,34549,ES,50,ES,L
2023,Entry-level/Junior,FT,Admin & Data Analyst,50000,DE,0,DE,M
2023,Senior-level/Expert,FT,Data Analyst,110000,US,100,US,L
2023,Senior-level/Expert,FT,Data Modeler,258700,US,0,US,M
2023,Senior-level/Expert,FT,Data Modeler,146600,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Scientist,190000,US,100,US,M
2023,Mid-level/Intermediate,FT,Data Scientist,160000,US,100,US,M
2023,Entry-level/Junior,FT,Research Analyst,90000,US,100,US,M
2023,Entry-level/Junior,FT,Research Analyst,65000,US,100,US,M
2023,Mid-level/Intermediate,FT,Data Engineer,160000,US,100,US,M
2023,Mid-level/Intermediate,FT,Data Engineer,130000,US,100,US,M
2023,Mid-level/Intermediate,FT,Data Analyst,85000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Analyst,65000,US,0,US,M
2023,Senior-level/Expert,FT,ETL Developer,143800,US,0,US,M
2023,Senior-level/Expert,FT,ETL Developer,95800,US,0,US,M
2023,Mid-level/Intermediate,FT,Machine Learning Engineer,166000,US,0,US,M
2023,Mid-level/Intermediate,FT,Machine Learning Engineer,73100,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Engineer,114000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Engineer,72000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Analyst,102500,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Analyst,65000,US,0,US,M
2023,Senior-level/Expert,FT,Machine Learning Engineer,258700,US,0,US,M
2023,Senior-level/Expert,FT,Machine Learning Engineer,160000,US,0,US,M
2023,Senior-level/Expert,FT,Data Scientist,203649,US,100,US,M
2023,Senior-level/Expert,FT,Data Scientist,183284,US,100,US,M
2023,Mid-level/Intermediate,FT,Data Scientist,60462,DE,100,DE,L
2023,Entry-level/Junior,FT,Data Analyst,33220,GB,0,GB,M
2023,Entry-level/Junior,FT,Data Analyst,33220,GB,0,GB,M
2023,Mid-level/Intermediate,FT,Data Specialist,81800,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Specialist,70800,US,0,US,M
2023,Senior-level/Expert,FT,Data Analyst,130000,US,0,US,M
2023,Senior-level/Expert,FT,Data Analyst,80850,US,0,US,M
2023,Senior-level/Expert,FT,Machine Learning Engineer,215000,US,0,US,M
2023,Senior-level/Expert,FT,Machine Learning Engineer,146900,US,0,US,M
2023,Senior-level/Expert,FT,Data Strategist,242000,US,0,US,M
2023,Senior-level/Expert,FT,Data Strategist,106200,US,0,US,M
2023,Mid-level/Intermediate,FT,Machine Learning Engineer,165000,US,0,US,M
2023,Mid-level/Intermediate,FT,Machine Learning Engineer,135000,US,0,US,M
2023,Entry-level/Junior,FT,Data Analyst,75065,US,100,US,M
2023,Entry-level/Junior,FT,Data Analyst,41419,US,100,US,M
2023,Senior-level/Expert,FT,Data Engineer,145000,US,100,US,M
2023,Senior-level/Expert,FT,Data Engineer,120000,US,100,US,M
2023,Senior-level/Expert,FT,Prompt Engineer,184000,US,0,US,M
2023,Senior-level/Expert,FT,Prompt Engineer,112000,US,0,US,M
2023,Senior-level/Expert,FT,Machine Learning Engineer,275000,US,0,US,M
2023,Senior-level/Expert,FT,Machine Learning Engineer,170000,US,0,US,M
2023,Entry-level/Junior,FT,Data Scientist,100000,US,0,US,M
2023,Entry-level/Junior,FT,Data Scientist,70000,US,0,US,M
2023,Mid-level/Intermediate,FT,Business Intelligence Developer,55368,GB,0,GB,M
2023,Mid-level/Intermediate,FT,Business Intelligence Developer,30760,GB,0,GB,M
2023,Mid-level/Intermediate,FT,Data Scientist,135700,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Scientist,108560,US,0,US,M
2023,Senior-level/Expert,FT,Research Engineer,300000,US,0,US,M
2023,Senior-level/Expert,FT,Research Engineer,180000,US,0,US,M
2023,Senior-level/Expert,FT,Business Intelligence Analyst,189000,US,100,US,M
2023,Senior-level/Expert,FT,Business Intelligence Analyst,118100,US,100,US,M
2023,Senior-level/Expert,FT,Data Scientist,148300,US,0,US,M
2023,Senior-level/Expert,FT,Data Scientist,84700,US,0,US,M
2023,Entry-level/Junior,FT,Research Engineer,40581,ZA,0,ZA,M
2023,Entry-level/Junior,FT,Research Engineer,38629,ZA,0,ZA,M
2023,Senior-level/Expert,FT,Machine Learning Engineer,275000,DE,0,DE,M
2023,Senior-level/Expert,FT,Machine Learning Engineer,121200,DE,0,DE,M
2023,Mid-level/Intermediate,FT,Analytics Engineer,149925,US,0,US,M
2023,Mid-level/Intermediate,FT,Analytics Engineer,91260,US,0,US,M
2023,Senior-level/Expert,FT,BI Developer,86128,GB,0,GB,M
2023,Senior-level/Expert,FT,BI Developer,74562,GB,0,GB,M
2023,Senior-level/Expert,FT,Data Scientist,277000,US,0,US,M
2023,Senior-level/Expert,FT,Data Scientist,173000,US,0,US,M
2023,Senior-level/Expert,FT,Data Scientist,242000,AU,0,AU,M
2023,Senior-level/Expert,FT,Data Scientist,106200,AU,0,AU,M
2023,Mid-level/Intermediate,FT,Data Quality Manager,68902,GB,0,GB,M
2023,Mid-level/Intermediate,FT,Data Quality Manager,49216,GB,0,GB,M
2023,Senior-level/Expert,FT,Applied Scientist,250900,US,0,US,M
2023,Senior-level/Expert,FT,Applied Scientist,135200,US,0,US,M
2023,Senior-level/Expert,FT,Data Scientist,187415,US,0,US,M
2023,Senior-level/Expert,FT,Data Scientist,114080,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Scientist,220000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Scientist,137500,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Analyst,119000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Analyst,52100,US,0,US,M
2023,Senior-level/Expert,FT,Business Intelligence Developer,120000,US,100,US,M
2023,Senior-level/Expert,FT,Business Intelligence Developer,102000,US,100,US,M
2023,Entry-level/Junior,FT,Data Analyst,64000,US,0,US,M
2023,Entry-level/Junior,FT,Data Analyst,60000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Engineer,179000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Engineer,112000,US,0,US,M
2023,Entry-level/Junior,FT,Data Analyst,65000,US,0,US,M
2023,Entry-level/Junior,FT,Data Analyst,54000,US,0,US,M
2023,Mid-level/Intermediate,FT,Business Intelligence Analyst,119000,US,0,US,M
2023,Mid-level/Intermediate,FT,Business Intelligence Analyst,52100,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Engineer,152000,CA,100,CA,M
2023,Mid-level/Intermediate,FT,Data Engineer,99000,CA,100,CA,M
2023,Executive-level/Director,FT,Head of Data,110736,GB,100,GB,M
2023,Executive-level/Director,FT,Head of Data,92280,GB,100,GB,M
2023,Senior-level/Expert,FT,Machine Learning Engineer,250000,US,0,US,M
2023,Senior-level/Expert,FT,Machine Learning Engineer,140000,US,0,US,M
2023,Entry-level/Junior,FT,Data Scientist,113800,US,0,US,M
2023,Entry-level/Junior,FT,Data Scientist,63200,US,0,US,M
2023,Senior-level/Expert,FT,Data Scientist,210000,US,0,US,M
2023,Senior-level/Expert,FT,Data Scientist,160000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Engineer,170000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Engineer,130000,US,0,US,M
2023,Senior-level/Expert,FT,Research Scientist,247600,US,0,US,L
2023,Senior-level/Expert,FT,Research Scientist,127300,US,0,US,L
2023,Mid-level/Intermediate,FT,Data Analyst,85000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Analyst,65000,US,0,US,M
2023,Mid-level/Intermediate,FT,Machine Learning Engineer,125000,US,0,US,M
2023,Mid-level/Intermediate,FT,Machine Learning Engineer,100000,US,0,US,M
2023,Senior-level/Expert,FT,Data Scientist,160000,US,0,US,M
2023,Senior-level/Expert,FT,Data Scientist,140000,US,0,US,M
2023,Senior-level/Expert,FT,Data Engineer,247300,US,0,US,M
2023,Senior-level/Expert,FT,Data Engineer,139700,US,0,US,M
2023,Senior-level/Expert,FT,Data Analyst,192000,US,100,US,M
2023,Senior-level/Expert,FT,Data Analyst,138240,US,100,US,M
2023,Senior-level/Expert,FT,Data Scientist,170000,US,0,US,M
2023,Senior-level/Expert,FT,Data Scientist,130000,US,0,US,M
2023,Senior-level/Expert,FT,Data Architect,100000,US,100,US,M
2023,Senior-level/Expert,FT,Data Architect,90000,US,100,US,M
2023,Senior-level/Expert,FT,Data Analyst,170000,US,100,US,M
2023,Senior-level/Expert,FT,Data Analyst,130000,US,100,US,M
2023,Mid-level/Intermediate,FT,Data Engineer,186000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Engineer,81800,US,0,US,M
2023,Senior-level/Expert,FT,Data Engineer,180514,GB,100,GB,M
2023,Senior-level/Expert,FT,Data Engineer,108308,GB,100,GB,M
2023,Senior-level/Expert,FT,Data Engineer,166000,US,0,US,M
2023,Senior-level/Expert,FT,Data Engineer,73100,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Analyst,115950,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Analyst,69570,US,0,US,M
2023,Senior-level/Expert,FT,Data Scientist,142300,US,0,US,M
2023,Senior-level/Expert,FT,Data Scientist,71200,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Scientist,179000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Scientist,106500,US,0,US,M
2023,Senior-level/Expert,FT,Data Analyst,119200,US,100,US,M
2023,Senior-level/Expert,FT,Data Analyst,86600,US,100,US,M
2023,Senior-level/Expert,FT,Data Engineer,140544,US,100,US,M
2023,Senior-level/Expert,FT,Data Engineer,82673,US,100,US,M
2023,Senior-level/Expert,FT,Business Intelligence Engineer,108350,US,0,US,M
2023,Senior-level/Expert,FT,Business Intelligence Engineer,78800,US,0,US,M
2023,Senior-level/Expert,FT,Data Engineer,162540,US,0,US,M
2023,Senior-level/Expert,FT,Data Engineer,87570,US,0,US,M
2023,Senior-level/Expert,FT,Data Architect,213600,US,0,US,M
2023,Senior-level/Expert,FT,Data Architect,103200,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Engineer,140000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Engineer,90000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Scientist,212000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Scientist,93300,US,0,US,M
2023,Mid-level/Intermediate,FT,Applied Scientist,222200,US,0,US,L
2023,Mid-level/Intermediate,FT,Applied Scientist,136000,US,0,US,L
2023,Mid-level/Intermediate,FT,Data Scientist,157000,US,100,US,M
2023,Mid-level/Intermediate,FT,Data Scientist,144000,US,100,US,M
2023,Senior-level/Expert,FT,Data Engineer,210000,CA,100,CA,M
2023,Senior-level/Expert,FT,Data Engineer,160000,CA,100,CA,M
2023,Senior-level/Expert,FT,Data Scientist,179000,US,0,US,M
2023,Senior-level/Expert,FT,Data Scientist,112000,US,0,US,M
2023,Senior-level/Expert,FT,Analytics Engineer,221300,US,100,US,M
2023,Senior-level/Expert,FT,Analytics Engineer,147500,US,100,US,M
2023,Senior-level/Expert,FT,Data Engineer,179000,US,0,US,M
2023,Senior-level/Expert,FT,Data Engineer,112000,US,0,US,M
2023,Senior-level/Expert,FT,Data Scientist,116000,US,0,US,M
2023,Senior-level/Expert,FT,Data Scientist,90000,US,0,US,M
2023,Mid-level/Intermediate,FT,Applied Scientist,222200,US,0,US,L
2023,Mid-level/Intermediate,FT,Applied Scientist,136000,US,0,US,L
2023,Mid-level/Intermediate,FT,Data Engineer,130400,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Engineer,74500,US,0,US,M
2023,Senior-level/Expert,FT,Machine Learning Engineer,207700,CA,0,CA,M
2023,Senior-level/Expert,FT,Machine Learning Engineer,133700,CA,0,CA,M
2023,Senior-level/Expert,FT,Data Analyst,120000,US,0,US,M
2023,Senior-level/Expert,FT,Data Analyst,100000,US,0,US,M
2023,Senior-level/Expert,FT,Machine Learning Engineer,247500,US,0,US,M
2023,Senior-level/Expert,FT,Machine Learning Engineer,172200,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Engineer,179000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Engineer,112000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Modeler,140000,US,0,US,M
2023,Mid-level/Intermediate,FT,Data Modeler,90000,US,0,US,M
2023,Senior-level/Expert,FT,Research Scientist,260000,US,0,US,M
2023,Senior-level/Expert,FT,Research Scientist,230000,US,0,US,M
2023,Senior-level/Expert,FT,Data Modeler,130000,US,100,US,M
2023,Senior-level/Expert,FT,Data Modeler,110000,US,100,US,M
2023,Mid-level/Intermediate,FT,Data Scientist,110000,US,0,US,M
